hs_code,description,mfn_rate,canada_preferential_rate,fta_name,uom,notes
25,SALT SULPHUR EARTH STONE,,,,
2501,Salt,Free,Free,CETA,KG,
2503,Sulphur,Free,Free,CETA,KG,
2515,Marble travertine and similar,1.7%,Free,CETA,KG,
2517,Pebbles gravel broken stone,Free,Free,CETA,KG,
2523,Portland cement,Free,Free,CETA,KG,
26,ORES SLAG AND ASH,,,,
2601,Iron ores and concentrates,Free,Free,CETA,KG,
2603,Copper ores and concentrates,Free,Free,CETA,KG,
2604,Nickel ores and concentrates,Free,Free,CETA,KG,
2606,Aluminium ores and bauxite,Free,Free,CETA,KG,
2612,Uranium ores and concentrates,Free,Free,CETA,KG,
27,MINERAL FUELS AND OILS,,,,
2701,Coal and solid fuels from coal,Free,Free,CETA,KG,
2709,Crude petroleum oils,Free,Free,CETA,BBL,Canada supplies EU crude via tanker
2710,Petroleum products refined,Free,Free,CETA,BBL,
2711,Natural gas,Free,Free,CETA,GJ,LNG from Canada emerging
2713,Petroleum coke,Free,Free,CETA,KG,
2714,Natural bitumen asphalt,Free,Free,CETA,KG,
28,INORGANIC CHEMICALS,,,,
2801,Halogens fluorine chlorine,Free,Free,CETA,KG,
2814,Ammonia anhydrous,5.5%,Free,CETA,KG,
2818,Artificial corundum aluminium oxide,Free-3%,Free,CETA,KG,
29,ORGANIC CHEMICALS,,,,
2901,Acyclic hydrocarbons,Free,Free,CETA,KG,
2902,Cyclic hydrocarbons,Free,Free,CETA,KG,
2903,Halogenated hydrocarbons,Free-5.5%,Free,CETA,KG,
2905,Acyclic alcohols,Free,Free,CETA,KG,
30,PHARMACEUTICAL PRODUCTS,,,,
3002,Blood human animal vaccines,Free,Free,CETA,KG,
3004,Medicaments in measured doses,Free,Free,CETA,KG,
3005,Wadding gauze bandages,Free,Free,CETA,KG,
3006,Pharmaceutical goods NES,Free,Free,CETA,KG,
31,FERTILIZERS,,,,
3102,Mineral or chemical nitrogenous fertilizers,Free-6.5%,Free,CETA,KG,
3104,Mineral or chemical potassic fertilizers,Free,Free,CETA,KG,Canada world top potash producer
3105,Mixed mineral fertilizers NES,Free-6.5%,Free,CETA,KG,
32,TANNING AND DYEING,,,,
3204,Synthetic organic colouring,6.5%,Free,CETA,KG,
3208,Paints and varnishes in organic solvent,Free-6.5%,Free,CETA,LT,
33,ESSENTIAL OILS AND COSMETICS,,,,
3301,Essential oils concentrated,Free,Free,CETA,KG,
3303,Perfumes and toilet waters,Free,Free,CETA,KG,
3304,Beauty and make-up preparations,Free,Free,CETA,KG,
34,SOAP AND DETERGENTS,,,,
3401,Soap organic surface-active products,Free,Free,CETA,KG,
3402,Surface-active agents washing preps,6.5%,Free,CETA,KG,
35,PROTEIN SUBSTANCES,,,,
3507,Enzymes prepared enzymes,Free,Free,CETA,KG,
38,MISCELLANEOUS CHEMICALS,,,,
3801,Artificial graphite colloidal,Free-5.7%,Free,CETA,KG,
3802,Activated carbon activated earth,Free,Free,CETA,KG,
3808,Insecticides herbicides fungicides,Free,Free,CETA,KG,
39,PLASTICS AND ARTICLES THEREOF,,,,
3901,Polymers of ethylene,6.5%,Free,CETA,KG,
3902,Polymers of propylene,6.5%,Free,CETA,KG,
3903,Polymers of styrene,6.5%,Free,CETA,KG,
3904,Polymers of vinyl chloride PVC,6.5%,Free,CETA,KG,
3917,Tubes pipes hoses of plastics,6.5%,Free,CETA,KG,
3920,Other plates and sheets of plastics,6.5%,Free,CETA,KG,
3923,Articles for packing of plastics,6.5%,Free,CETA,KG,
40,RUBBER AND ARTICLES THEREOF,,,,
4001,Natural rubber and gums,Free,Free,CETA,KG,
4011,New pneumatic tyres,4.5%,Free,CETA,NMB,
4016,Other articles of vulcanised rubber,Free-3%,Free,CETA,KG,
41,HIDES AND LEATHER,,,,
4101,Raw hides and skins of bovine,Free,Free,CETA,KG,
4104,Tanned hides of bovine,Free,Free,CETA,KG,
43,FURSKINS AND ARTICLES,,,,
4301,Raw furskins mink fox,Free,Free,CETA,KG,Canada major furskin exporter
4302,Tanned or dressed furskins,Free,Free,CETA,KG,
4303,Articles of apparel of furskin,12%,Free,CETA,NMB,
44,WOOD AND ARTICLES OF WOOD,,,,
4403,Wood in the rough (logs),Free,Free,CETA,M3,
4407,Wood sawn or chipped (lumber),Free,Free,CETA,M3,EU imposes no tariff on softwood lumber; CVD/AD not applicable
4410,Particle board OSB,Free,Free,CETA,KG,
4411,Fibreboard MDF,Free,Free,CETA,KG,
4412,Plywood veneered panels,Free,Free,CETA,M2,0% under CETA; MFN also 0%
4418,Builders joinery and carpentry,Free,Free,CETA,KG,
47,PULP OF WOOD,,,,
4701,Mechanical wood pulp,Free,Free,CETA,KG,Major Canadian export to EU
4703,Chemical wood pulp soda sulphate,Free,Free,CETA,KG,
48,PAPER AND PAPERBOARD,,,,
4801,Newsprint in rolls or sheets,Free,Free,CETA,KG,
4802,Uncoated paper for writing printing,Free,Free,CETA,KG,
4804,Kraft paper uncoated,Free,Free,CETA,KG,
4810,Coated paper for printing,Free,Free,CETA,KG,
49,PRINTED MATTER,,,,
4901,Printed books brochures,Free,Free,CETA,KG,
4902,Newspapers periodicals,Free,Free,CETA,KG,
52,COTTON,,,,
5201,Cotton not carded or combed,Free,Free,CETA,KG,
5208,Woven fabrics of cotton,8%,Free,CETA,M2,
54,MAN-MADE FILAMENTS,,,,
5402,Synthetic filament yarn,4-6.4%,Free,CETA,KG,
61,CLOTHING KNITTED OR CROCHETED,,,,
6101,Mens overcoats knitted,12%,Free,CETA,NMB,
6109,T-shirts singlets knitted,12%,Free,CETA,NMB,
6110,Jerseys pullovers knitted,12%,Free,CETA,NMB,
62,CLOTHING NOT KNITTED,,,,
6201,Mens overcoats woven,12%,Free,CETA,NMB,
6204,Womens suits jackets woven,12%,Free,CETA,NMB,
64,FOOTWEAR,,,,
6401,Waterproof footwear rubber soles,16.9%,Free,CETA,PR,
6402,Other footwear with rubber soles,4.7-16.9%,Free,CETA,PR,
6403,Footwear with leather uppers,3.7-8%,Free,CETA,PR,
68,ARTICLES OF STONE PLASTER CEMENT,,,,
6802,Worked monumental building stone,1.7%,Free,CETA,KG,
6810,Articles of cement concrete,Free,Free,CETA,KG,
70,GLASS AND GLASSWARE,,,,
7005,Float glass drawn blown,Free-2.7%,Free,CETA,M2,
7007,Safety glass tempered laminated,4%,Free,CETA,M2,
7009,Glass mirrors,3.7%,Free,CETA,NMB,
71,PRECIOUS METALS AND GEMS,,,,
7106,Silver unwrought powder,Free,Free,CETA,KG,
7108,Gold unwrought monetary,Free,Free,CETA,KG,Canada major gold producer
7110,Platinum group metals,Free,Free,CETA,KG,
7113,Jewellery articles precious metal,2.5%,Free,CETA,KG,
72,IRON AND STEEL,,,,
7201,Pig iron spiegeleisen,Free,Free,CETA,KG,EU steel safeguard quotas: 25% over TRQ (reinstated 2024-2026)
7207,Semi-finished products iron steel,Free,Free,CETA,KG,EU steel safeguard quotas apply above quota
7208,Flat-rolled iron non-alloy hot-rolled,Free,Free,CETA,KG,EU steel safeguard quotas apply above quota
7209,Flat-rolled iron non-alloy cold-rolled,Free,Free,CETA,KG,EU steel safeguard quotas apply
7213,Bars rods hot-rolled in coils,Free,Free,CETA,KG,EU steel safeguard quotas apply
7217,Wire of iron or non-alloy steel,Free,Free,CETA,KG,EU steel safeguard quotas apply
7219,Flat-rolled stainless steel,Free,Free,CETA,KG,EU steel safeguard quotas apply
73,ARTICLES OF IRON AND STEEL,,,,
7304,Tubes pipes and hollow profiles,Free,Free,CETA,KG,EU steel safeguard quotas apply
7308,Structures and parts iron steel,Free,Free,CETA,KG,
74,COPPER AND ARTICLES THEREOF,,,,
7403,Refined copper unwrought,Free,Free,CETA,KG,
7408,Copper wire,Free,Free,CETA,KG,
75,NICKEL AND ARTICLES THEREOF,,,,
7501,Nickel mattes,Free,Free,CETA,KG,
7502,Unwrought nickel,Free,Free,CETA,KG,Canada (Vale Sudbury; Norilsk Nickel refining)
7506,Nickel plates sheets strip foil,Free,Free,CETA,KG,
76,ALUMINIUM AND ARTICLES THEREOF,,,,
7601,Unwrought aluminium,Free,Free,CETA,KG,MFN 6% → 0% under CETA (fully eliminated)
7604,Aluminium bars rods profiles,Free,Free,CETA,KG,MFN 6% → 0% CETA
7605,Aluminium wire,Free,Free,CETA,KG,MFN 6% → 0% CETA
7606,Aluminium plates sheets strip foil,Free,Free,CETA,KG,MFN 6% → 0% CETA
7607,Aluminium foil,Free,Free,CETA,KG,
79,ZINC AND ARTICLES THEREOF,,,,
7901,Unwrought zinc,Free,Free,CETA,KG,MFN 2.7% → 0% CETA
81,OTHER BASE METALS,,,,
8104,Magnesium and articles,Free,Free,CETA,KG,
8108,Titanium and articles,Free,Free,CETA,KG,
84,NUCLEAR REACTORS AND MACHINERY,,,,
8401,Nuclear reactors fuel elements,Free,Free,CETA,NMB,CANDU technology
8411,Turbojets turbopropellers gas turbines,Free,Free,CETA,NMB,Pratt & Whitney Canada
8414,Air or vacuum pumps,Free-1.7%,Free,CETA,NMB,
8429,Self-propelled bulldozers scrapers,Free,Free,CETA,NMB,
8471,Automatic data processing machines,Free,Free,CETA,NMB,
8479,Machines and mechanical appliances NES,Free,Free,CETA,NMB,
8481,Taps cocks valves for pipes,Free-1.7%,Free,CETA,NMB,
85,ELECTRICAL MACHINERY AND EQUIPMENT,,,,
8501,Electric motors and generators,Free-2.7%,Free,CETA,NMB,
8504,Electrical transformers inductors,Free,Free,CETA,NMB,
8507,Electric storage batteries,Free-3.4%,Free,CETA,NMB,
8517,Telephone sets network equipment,Free,Free,CETA,NMB,
8525,Transmission apparatus broadcasting,Free,Free,CETA,NMB,
8537,Boards panels for electric control,Free,Free,CETA,NMB,
8541,Diodes transistors semiconductor devices,Free,Free,CETA,NMB,
8544,Insulated wire cable optical fibre,Free-2.7%,Free,CETA,KG,
87,VEHICLES,,,,
8703,Passenger motor vehicles,6.5%,Free,CETA,NMB,CETA: 0% phased over 7 years; fully eliminated by 2024
8704,Motor vehicles for goods transport,6.5%,Free,CETA,NMB,0% under CETA
8708,Parts and accessories for vehicles,Free-4.5%,Free,CETA,KG,
8711,Motorcycles,6.5%,Free,CETA,NMB,
88,AIRCRAFT AND SPACECRAFT,,,,
8802,Helicopters aeroplanes gliders,Free,Free,CETA,NMB,
8803,Parts of aircraft or spacecraft,Free,Free,CETA,KG,
89,SHIPS AND BOATS,,,,
8901,Cruise ships cargo ships tankers,Free,Free,CETA,NMB,
90,OPTICAL MEASURING INSTRUMENTS,,,,
9018,Medical surgical dental instruments,Free,Free,CETA,NMB,
9022,X-ray computed tomography apparatus,Free,Free,CETA,NMB,
9031,Measuring checking testing instruments,Free,Free,CETA,NMB,
9032,Automatic regulating instruments,Free,Free,CETA,NMB,
94,FURNITURE,,,,
9401,Seats chairs sofas,Free,Free,CETA,NMB,MFN 0-5.6% → 0% CETA
9403,Other furniture wood metal plastic,Free,Free,CETA,NMB,
9405,Luminaires lamps lighting,Free,Free,CETA,NMB,
95,TOYS GAMES SPORTS EQUIPMENT,,,,
9503,Toys NES tricycles scooters,Free-4.7%,Free,CETA,NMB,
9506,Exercise equipment sports goods,Free-4.7%,Free,CETA,NMB,
97,WORKS OF ART ANTIQUES,,,,
9701,Paintings drawings pastels,Free,Free,CETA,NMB,
9703,Original sculptures,Free,Free,CETA,NMB,
9706,Antiques over 100 years old,Free,Free,CETA,NMB,
